USCHI,OH,STREETSBORO,,,,,,1612,1575,,,,,,,,1622,,,,,,,,,,1439,,,,,,,,,,,,,,1575," $1,725.00 "," $1,675.00 "," $1,625.00 ",ORD,136
USCMH,KY,HAZEL GREEN,,,,,,,795,,,,,,,,931,,,,,,,,,,,,,,,,,,,,,,,,931," $1,081.00 "," $1,031.00 ", $981.00 ,ORD,136
USCMH,PA,WEST CHESTER,,,,,,,1550,,,,,,,,1686,,,,,,,,,,,,,,,,,,,,,,,,1686," $1,836.00 "," $1,811.00 "," $1,786.00 ",EWR,136
USCVG,TN,TAZEWELL,,,,,,,910,,,,,,,,,,,,,,,,,,1046,,,,,,,,,,,,,,1046," $1,221.00 "," $1,171.00 "," $1,146.00 ",HOU,136
USDET,MI,LIVONIA,,,,,,360,310,,,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,310, $460.00 , $410.00 , $360.00 ,ORD,136
USHOU,TX,KATY,,,,,,,,,,,,,,,,,,,,,,,,,495,,,,,,,,,,359,,,,495, $670.00 , $620.00 , $595.00 ,HOU,136
USJAX,GA,CADWELL,,,,,,,,,,,,,,,,,,,,,,,,,593,,,,,,,,,,729,,,,729, $879.00 , $829.00 , $804.00 ,ATL,136
USJAX,GA,CHESTER,,,,,,,,,,,,,,,,,,,,,,,,,613,,,,,,,,,,749,,,,749, $899.00 , $849.00 , $824.00 ,ATL,136
USJAX,GA,DEXTER,,,,,,,,,,,,,,,,,,,,,,,,,613,,,,,,,,,,749,,,,749, $899.00 , $849.00 , $824.00 ,ATL,136
USJAX,FL,MELBOURNE BEACH,,,,,,,,,,,,,,,,,,,,,,,,,613,,,,,,,,,,749,,,,749, $874.00 , $849.00 , $799.00 ,MIA,136
USJAX,FL,OCKLAWAHA,,,,,,,,,,,,,,,,,,,,,,,,,443,,,,,,,,,,579,,,,579, $704.00 , $679.00 , $629.00 ,MIA,136
USJAX,FL,POLK CITY,,,,,,,,,,,,,,,,,,,,,,,,,613,,,,,,,,,,749,,,,749, $874.00 , $849.00 , $799.00 ,MIA,136
USLUI,IN,ECKERTY,,,,,,466.2,480,,,,,,,,331,,,,,,,,,,,,,,,,,,,,,,,,467, $617.00 , $567.00 , $517.00 ,ORD,136
USLUI,KY,HOLLAND,,,,,,720,795,,,,,,,,584,,,,,,,,,,,,,,,,,,,,,,,,720, $870.00 , $820.00 , $770.00 ,ORD,136
USLUI,IN,SULPHUR,,,,,,372.6,375,,,,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,373, $523.00 , $473.00 , $423.00 ,ORD,136
USLUI,KY,WILLIAMSBURG,,,,,,917,950,,,,,,,,781,,,,,,,,,,,,,,,,,,,,,,,,917," $1,067.00 "," $1,017.00 ", $967.00 ,ORD,136
USLUI,KY,WOODBURN,,,,,,720,795,,,,,,,,584,,,,,,,,,,,,,,,,,,,,,,,,720, $870.00 , $820.00 , $770.00 ,ORD,136
USMKC,MO,CLINTON,,,,,,685,695,,,,,,,,549,,,,,,,,,,,,,,,,,,,,,,,,685, $835.00 , $785.00 , $735.00 ,ORD,136
USMOB,LA,SORRENTO,,,,,,,,,,,,,,,,,,,,,,,,,835,,,,,,,,,,699,,,,835, $960.00 , $935.00 , $885.00 ,MIA,136
USNYC,NY,ARKVILLE,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,919,,,,919," $1,069.00 "," $1,044.00 "," $1,019.00 ",EWR,136
USNYC,NY,CHERRY CREEK,,,,,,,1746,,,,,,,,1882,,,,,,,,,,1888,,,,,,,,,,,,,,1882," $2,032.00 "," $2,007.00 "," $1,982.00 ",EWR,136
USNYC,NY,CLIMAX,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,919,,,,919," $1,069.00 "," $1,044.00 "," $1,019.00 ",EWR,136
USNYC,NY,COEYMANS HOLLOW,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,919,,,,919," $1,069.00 "," $1,044.00 "," $1,019.00 ",EWR,136
USNYC,NY,CORNWALLVILLE,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,919,,,,919," $1,069.00 "," $1,044.00 "," $1,019.00 ",EWR,136
USNYC,NY,DURHAM,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,919,,,,919," $1,069.00 "," $1,044.00 "," $1,019.00 ",EWR,136
USNYC,MA,EAST BROOKFIELD,,,,,,,,,,,,,,,,,,,,,,,,,943,,,,,,,,,,1079,,,,1079," $1,229.00 "," $1,204.00 "," $1,179.00 ",EWR,136
USNYC,NY,ELMA,,,,,,,1639,,,,,,,,1785,,,,,,,,,,1775,,,,,,,,,,,,,,1775," $1,925.00 "," $1,900.00 "," $1,875.00 ",EWR,136
USNYC,NY,FABIUS,,,,,,,,,,,,,,,,,,,,,,,,,1013,,,,,,,,,,1149,,,,1149," $1,299.00 "," $1,274.00 "," $1,249.00 ",EWR,136
USNYC,NY,FEURA BUSH,,,,,,,789,,,,,,,,,,,,,,,,,,925,,,,,,,,,,939,,,,925," $1,075.00 "," $1,050.00 "," $1,025.00 ",EWR,136
USNYC,NY,GHENT,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,919,,,,919," $1,069.00 "," $1,044.00 "," $1,019.00 ",EWR,136
USNYC,NY,GRAND ISLAND,,,,,3036,,1704,,,,,,,,,,,,,,,,,,1992,,,,1840,,,,,,,,,,1840," $1,990.00 "," $1,965.00 "," $1,940.00 ",EWR,136
USNYC,NH,HILLSBOROUGH,,,,,,,1188,,,,,,,,1422,,,,,,,,,,1324,,,,,,,,,,1499,,,,1324," $1,474.00 "," $1,449.00 "," $1,424.00 ",EWR,136
USNYC,NH,LONDONDERRY,,,,,,,1170,,,,,,,,1451,,,,,,,,,,1306,,,,,,,,,,1459,,,,1306," $1,456.00 "," $1,431.00 "," $1,406.00 ",EWR,136
USNYC,NH,NEWFIELDS,,,,,,,1257,,,,,,,,1509,,,,,,,,,,1393,,,,,,,,,,1609,,,,1393," $1,543.00 "," $1,518.00 "," $1,493.00 ",EWR,136
USNYC,MA,ORLEANS,,,,,,,,,,,,,,,,,,,,,,,,,1473,,,,,,,,,,1609,,,,1609," $1,759.00 "," $1,734.00 "," $1,709.00 ",EWR,136
USNYC,NY,RAVENA,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,919,,,,919," $1,069.00 "," $1,044.00 "," $1,019.00 ",EWR,136
USNYC,CT,SOMERS,,,,,1497,,1009,,,,,,,,,,,,,,,,,,986,,850,,,,,,,,1039,,,,986," $1,136.00 "," $1,111.00 "," $1,086.00 ",EWR,136
USNYC,MA,SOUTH WEYMOUTH,,,,,,,,,,,,,,,,,,,,,,,,,1273,,,,,,,,,,1409,,,,1409," $1,559.00 "," $1,534.00 "," $1,509.00 ",EWR,136
USNYC,NH,WEARE,,,,,,,1162,,,,,,,,1422,,,,,,,,,,1298,,,,,,,,,,1479,,,,1298," $1,448.00 "," $1,423.00 "," $1,398.00 ",EWR,136
USNYC,MA,WEST HATFIELD,,,,,,,,,,,,,,,,,,,,,,,,,943,,,,,,,,,,1079,,,,1079," $1,229.00 "," $1,204.00 "," $1,179.00 ",EWR,136
USNYC,MA,WEST WARREN,,,,,,,,,,,,,,,,,,,,,,,,,943,,,,,,,,,,1079,,,,1079," $1,229.00 "," $1,204.00 "," $1,179.00 ",EWR,136
USORF,MD,ELKTON,,,,,,,1115,,,,,,,,1125,,,,,,,,,,,,,,,,,,,,979,,,,1115," $1,265.00 "," $1,240.00 "," $1,215.00 ",EWR,136
USORF,NC,FAIRFIELD,,,,,,,,,,,,,,,,,,,,,,,,,665,,,,,,,,,,529,,,,665, $815.00 , $765.00 , $740.00 ,ATL,136
USORF,NC,MARION,,,,,,,1585,,,,,,,,1449,,,,,,,,,,,,,,,,,,,,,,,,1585," $1,735.00 "," $1,685.00 "," $1,660.00 ",ATL,136
USPHL,NY,ADDISON,,,,,,,,,,,,,,,,,,,,,,,,,1375,,,,,,,,,,1239,,,,1375," $1,525.00 "," $1,500.00 "," $1,475.00 ",EWR,136
USPHL,NY,CORNING,,,,,,,,,,,,,,,,,,,,,,,,,1385,,,,,,,,,,1249,,,,1385," $1,535.00 "," $1,510.00 "," $1,485.00 ",EWR,136
USPHL,MD,EWELL,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,919,,,,919," $1,069.00 "," $1,044.00 "," $1,019.00 ",EWR,136
USPHL,VA,HALLWOOD,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,919,,,,919," $1,069.00 "," $1,044.00 "," $1,019.00 ",EWR,136
USPHL,NY,JAMESVILLE,,,,,,,,,,,,,,,,,,,,,,,,,1375,,,,,,,,,,1239,,,,1375," $1,525.00 "," $1,500.00 "," $1,475.00 ",EWR,136
USPHL,NY,MILFORD,,,,,,,,,,,,,,,,,,,,,,,,,1375,,,,,,,,,,1239,,,,1375," $1,525.00 "," $1,500.00 "," $1,475.00 ",EWR,136
USPHL,MD,MILLINGTON,,,,,,,,,,,,,,,,,,,,,,,,,443,,,,,,,,,,579,,,,579, $729.00 , $704.00 , $679.00 ,EWR,136
USPHL,NY,MUNNSVILLE,,,,,,,,,,,,,,,,,,,,,,,,,1385,,,,,,,,,,1249,,,,1385," $1,535.00 "," $1,510.00 "," $1,485.00 ",EWR,136
USPHL,NY,SAINT JAMES,,,,,,,,,,,,,,,,,,,,,,,,,1005,,,,,,,,,,869,,,,1005," $1,155.00 "," $1,130.00 "," $1,105.00 ",EWR,136
USPHL,NY,SCHENEVUS,,,,,,,,,,,,,,,,,,,,,,,,,1385,,,,,,,,,,1249,,,,1385," $1,535.00 "," $1,510.00 "," $1,485.00 ",EWR,136
USPHL,PA,WILKES BARRE,,,,,,,895,,,,,,,,906,,,,,,,,,,925,,,,,,,,,,759,,,,895," $1,045.00 "," $1,020.00 ", $995.00 ,EWR,136
USPIT,OH,BERGHOLZ,,,,,,,550,,,,,,,,414,,,,,,,,,,,,,,,,,,,,,,,,550, $700.00 , $650.00 , $600.00 ,ORD,136
USPIT,PA,NEW FLORENCE,,,,,,,450,,,,,,,,314,,,,,,,,,,,,,,,,,,,,,,,,450, $600.00 , $575.00 , $550.00 ,EWR,136
USSAV,GA,ARLINGTON,,,,,,,,,,,,,,,,,,,,,,,,,883,,,,,,,,,,1019,,,,1019," $1,169.00 "," $1,119.00 "," $1,094.00 ",ATL,136
USSAV,AL,HATCHECHUBBEE,,,,,,,,,,,,,,,,,,,,,,,,,933,,,,,,,,,,1069,,,,1069," $1,219.00 "," $1,169.00 "," $1,144.00 ",ATL,136
USSTL,MO,DUDLEY,,,,,,830,875,,,,,,,,694,,,,,,,,,,900,,,,,,,,,,,,,,830, $980.00 , $930.00 , $880.00 ,ORD,136
USBAL,NJ,CHESTERFIELD,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,779,,,,779, $929.00 , $904.00 , $879.00 ,EWR,135
USBAL,NJ,COOKSTOWN,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,779,,,,779, $929.00 , $904.00 , $879.00 ,EWR,135
USBAL,NJ,LINWOOD,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,779,,,,779, $929.00 , $904.00 , $879.00 ,EWR,135
USBAL,NJ,NORTHFIELD,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,779,,,,779, $929.00 , $904.00 , $879.00 ,EWR,135
USBAL,NJ,PLEASANTVILLE,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,779,,,,779, $929.00 , $904.00 , $879.00 ,EWR,135
USBAL,NJ,SOMERS POINT,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,779,,,,779, $929.00 , $904.00 , $879.00 ,EWR,135
USBAL,NJ,WOODBINE,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,779,,,,779, $929.00 , $904.00 , $879.00 ,EWR,135
USBOS,PA,BARTONSVILLE,,,,,,,,,,,,,,,,,,,,,,,,,1494,,,,,,,,,,1359,,,,1494," $1,644.00 "," $1,619.00 "," $1,594.00 ",EWR,135
USBOS,PA,CARBONDALE,,,,,,,,,,,,,,,,,,,,,,,,,1504,,,,,,,,,,1369,,,,1504," $1,654.00 "," $1,629.00 "," $1,604.00 ",EWR,135
USBOS,PA,CARVERSVILLE,,,,,,,,,,,,,,,,,,,,,,,,,1504,,,,,,,,,,1369,,,,1504," $1,654.00 "," $1,629.00 "," $1,604.00 ",EWR,135
USBOS,NJ,COOKSTOWN,,,,,,,,,,,,,,,,,,,,,,,,,1494,,,,,,,,,,1359,,,,1494," $1,644.00 "," $1,619.00 "," $1,594.00 ",EWR,135
USBOS,NY,CORNWALLVILLE,,,,,,,,,,,,,,,,,,,,,,,,,824,,,,,,,,,,959,,,,959," $1,109.00 "," $1,084.00 "," $1,059.00 ",EWR,135
USBOS,PA,CROYDON,,,,,,,,,,,,,,,,,,,,,,,,,1504,,,,,,,,,,1369,,,,1504," $1,654.00 "," $1,629.00 "," $1,604.00 ",EWR,135
USBOS,NY,EAST DURHAM,,,,,,,,,,,,,,,,,,,,,,,,,824,,,,,,,,,,959,,,,959," $1,109.00 "," $1,084.00 "," $1,059.00 ",EWR,135
USBOS,NY,HANCOCK,,,,,,,,,,,,,,,,,,,,,,,,,1504,,,,,,,,,,1369,,,,1504," $1,654.00 "," $1,629.00 "," $1,604.00 ",EWR,135
USBOS,PA,HENRYVILLE,,,,,,,,,,,,,,,,,,,,,,,,,1504,,,,,,,,,,1369,,,,1504," $1,654.00 "," $1,629.00 "," $1,604.00 ",EWR,135
USBOS,NY,LONG LAKE,,,,,,,,,,,,,,,,,,,,,,,,,1494,,,,,,,,,,1359,,,,1494," $1,644.00 "," $1,619.00 "," $1,594.00 ",EWR,135
USBOS,PA,LUMBERVILLE,,,,,,,,,,,,,,,,,,,,,,,,,1494,,,,,,,,,,1359,,,,1494," $1,644.00 "," $1,619.00 "," $1,594.00 ",EWR,135
USBOS,VT,NORTH MONTPELIER,,,,,,,,,,,,,,,,,,,,,,,,,824,,,,,,,,,,959,,,,959," $1,109.00 "," $1,084.00 "," $1,059.00 ",EWR,135
USBOS,NY,OXFORD,,,,,,,,,,,,,,,,,,,,,,,,,1484,,,,,,,,,,1349,,,,1484," $1,634.00 "," $1,609.00 "," $1,584.00 ",EWR,135
USBOS,NJ,PEMBERTON,,,,,,,,,,,,,,,,,,,,,,,,,1504,,,,,,,,,,1369,,,,1504," $1,654.00 "," $1,629.00 "," $1,604.00 ",EWR,135
USBOS,NJ,STEWARTSVILLE,,,,,,,,,,,,,,,,,,,,,,,,,1484,,,,,,,,,,1349,,,,1484," $1,634.00 "," $1,609.00 "," $1,584.00 ",EWR,135
USBOS,NJ,VINCENTOWN,,,,,,,,,,,,,,,,,,,,,,,,,1504,,,,,,,,,,1369,,,,1504," $1,654.00 "," $1,629.00 "," $1,604.00 ",EWR,135
USCHI,IL,ARGENTA,,,,,,769,850,,,,,,,,779,,,,,,,,,,634,,,,,,,,,,,,801,,769, $919.00 , $869.00 , $819.00 ,ORD,135
USCHI,WI,BLOOMINGTON,,,,,,1221,1245,,,,,,,,1231,,,,,,,,,,1055,,,,,,,,,,,,1190,,1190," $1,340.00 "," $1,290.00 "," $1,240.00 ",ORD,135
USCHI,MN,GRAND RAPIDS,,,,,,2424,2300,,,,,,,,2434,,,,,,,,,,2165,,,,,,,,,,,,,,2300," $2,450.00 "," $2,400.00 "," $2,350.00 ",ORD,135
USCHI,IN,PLAINFIELD,,,,,,850.5,800,,,,,,,,,,,,,,,,,,665,,,,1200,,,,,,,,891,,800, $950.00 , $900.00 , $850.00 ,ORD,135
USCHS,NC,BENSON,,,,,,,,,,,,,,,,,,,,,,,,,824,,,,,,,,,,959,,,,959," $1,109.00 "," $1,059.00 "," $1,034.00 ",ATL,135
USCHS,GA,BUCKHEAD,,,,,,,,,,,,,,,,,,,,,,,,,854,,,,,,,,,,989,,,,989," $1,139.00 "," $1,089.00 "," $1,064.00 ",ATL,135
USCHS,NC,CAMERON,,,,,,,,,,,,,,,,,,,,,,,,,814,,,,,,,,,,949,,,,949," $1,099.00 "," $1,049.00 "," $1,024.00 ",ATL,135
USCHS,GA,FORT VALLEY,,,,,,,,,,,,,,,,,,,,,,,,,924,,,,,,,,,,1059,,,,1059," $1,209.00 "," $1,159.00 "," $1,134.00 ",ATL,135
USCHS,FL,JACKSONVILLE BEACH,,,,,,,,,,,,,,,,,,,,,,,,,854,,,,,,,,,,989,,,,989," $1,114.00 "," $1,089.00 "," $1,039.00 ",MIA,135
USCHS,GA,LAKELAND,,,,,,,,,,,,,,,,,,,,,,,,,854,,,,,,,,,,989,,,,989," $1,139.00 "," $1,089.00 "," $1,064.00 ",ATL,135
USCHS,GA,MC INTYRE,,,,,,,,,,,,,,,,,,,,,,,,,824,,,,,,,,,,959,,,,959," $1,109.00 "," $1,059.00 "," $1,034.00 ",ATL,135
USCHS,NC,MOORESBORO,,,,,,,,,,,,,,,,,,,,,,,,,824,,,,,,,,,,959,,,,959," $1,109.00 "," $1,059.00 "," $1,034.00 ",ATL,135
USCHS,NC,OAKBORO,,,,,,,,,,,,,,,,,,,,,,,,,804,,,,,,,,,,939,,,,939," $1,089.00 "," $1,039.00 "," $1,014.00 ",ATL,135
USCHS,GA,POOLER,,,,,,,585,,,,,,,,584,,,,,,,,,,625,,,,,,,,,,449,,,,584, $734.00 , $684.00 , $659.00 ,ATL,135
USCHS,SC,SALEM,,,,,,,,,,,,,,,,,,,,,,,,,854,,,,,,,,,,989,,,,989," $1,139.00 "," $1,089.00 "," $1,064.00 ",ATL,135
USCHS,SC,STARR,,,,,,,,,,,,,,,,,,,,,,,,,814,,,,,,,,,,949,,,,949," $1,099.00 "," $1,049.00 "," $1,024.00 ",ATL,135
USCHS,GA,STOCKTON,,,,,,,,,,,,,,,,,,,,,,,,,844,,,,,,,,,,979,,,,979," $1,129.00 "," $1,079.00 "," $1,054.00 ",ATL,135
USCHS,SC,TOWNVILLE,,,,,,,,,,,,,,,,,,,,,,,,,824,,,,,,,,,,959,,,,959," $1,109.00 "," $1,059.00 "," $1,034.00 ",ATL,135
USCHS,SC,WALHALLA,,,,,,,1095,,,,,,,,1089,,,,,,,,,,854,,,,,,,,,,989,,,,989," $1,139.00 "," $1,089.00 "," $1,064.00 ",ATL,135
USCLE,OH,BROOKVILLE,,,,,,,1250,,,,,,,,1115,,,,,,,,,,,,,,,,,,,,,,,,1250," $1,400.00 "," $1,350.00 "," $1,300.00 ",ORD,135
USCLE,OH,COVINGTON,,,,,,,1150,,,,,,,,1015,,,,,,,,,,,,,,,,,,,,,,,,1150," $1,300.00 "," $1,250.00 "," $1,200.00 ",ORD,135
USCLE,OH,KALIDA,,,,,,,975,,,,,,,,840,,,,,,,,,,,,,,,1000,,,,,,,,,975," $1,125.00 "," $1,075.00 "," $1,025.00 ",ORD,135
USCMH,WV,BECKLEY,,,,,,,825,,,,,,,,960,,,,,,,,,,,,,,,,,,,,,,,,960," $1,110.00 "," $1,085.00 "," $1,060.00 ",EWR,135
USCVG,IN,GREENSBURG,,,,,,,455,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,455, $605.00 , $555.00 , $505.00 ,ORD,135
USCVG,KY,LOUISVILLE,,,,,,,570,,,,,,,,585,,,,,,,,,,525,,,,390,,,,,,,,,,525, $675.00 , $625.00 , $575.00 ,ORD,135
USCVG,OH,NEW ALBANY,,,,,,,595,,,,,,,,,,,,,,,,,,570,,,,435,,,,,,,,,,570, $720.00 , $670.00 , $620.00 ,ORD,135
USDAL,TX,BROWNWOOD,,,,,,,800,,,,,,,,,,,,,,,,,,665,,,,,,,,,,,,,,800, $975.00 , $925.00 , $900.00 ,HOU,135
USDET,MI,SNOVER,,,,,,630,600,,,,,,,,465,,,,,,,,,,,,,,,,,,,,,,,,600, $750.00 , $700.00 , $650.00 ,ORD,135
USHOU,TX,ROSANKY,,,,,,,,,,,,,,,,,,,,,,,,,624,,,,,,,,,,759,,,,759, $934.00 , $884.00 , $859.00 ,HOU,135
USILM,NC,CARY,,,,,,,575,,,,,,,,,,,,,,,,,,710,,,,,,,,,,,,,,710, $860.00 , $810.00 , $785.00 ,ATL,135
USILM,NC,GREENVILLE,,,,,,,575,,,,,,,,,,,,,,,,,,710,,,,,,,,,,,,,,710, $860.00 , $810.00 , $785.00 ,ATL,135
USILM,NC,RALEIGH,,,,,,,625,,,,,,,,,,,,,,,,,,710,,,,490,,,,,,,,,,625, $775.00 , $725.00 , $700.00 ,ATL,135
USILM,NC,TARBORO,,,,,,,650,,,,,,,,,,,,,,,,,,725,,,,515,,,,,,,,,,650, $800.00 , $750.00 , $725.00 ,ATL,135
USJAX,FL,EAGLE LAKE,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,779,,,,779, $904.00 , $879.00 , $829.00 ,MIA,135
USJAX,GA,MACON,,,,,,,,,,,,,,,,,,,,,,,,,974,,,,,,,,,,1109,,,,1109," $1,259.00 "," $1,209.00 "," $1,184.00 ",ATL,135
USLAX,CA,KINGSBURG,,,,,,1180,1075,,,,,,,,1190,,,,,,,,,,,,,1275,,,940,,,,,,,,1075," $1,200.00 "," $1,175.00 "," $1,150.00 ",LAX,135
USLAX,CA,NILAND,,,,,,1070,985,,,,,,,,1080,,,,,,,,,,,,,1220,,,850,,,,,,,,985," $1,110.00 "," $1,085.00 "," $1,060.00 ",LAX,135
USLAX,CA,SAN PABLO,,,,,,1772,1675,,,,,,,,,,,,,,,,,,,,,1920,,,1540,,,,,,,,1675," $1,800.00 "," $1,775.00 "," $1,750.00 ",LAX,135
USLAX,CA,WESTMORLAND,,,,,,1070,985,,,,,,,,1080,,,,,,,,,,,,,1220,,,850,,,,,,,,985," $1,110.00 "," $1,085.00 "," $1,060.00 ",LAX,135
USLUI,KY,BIG CLIFTY,,,,,,435,515,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,435, $585.00 , $535.00 , $485.00 ,ORD,135
USLUI,IN,CANNELBURG,,,,,,558.9,550,,,,,,,,415,,,,,,,,,,,,,,,,,,,,,,,,550, $700.00 , $650.00 , $600.00 ,ORD,135
USLUI,IN,CROSS PLAINS,,,,,,558.9,550,,,,,,,,415,,,,,,,,,,,,,,,,,,,,,,,,550, $700.00 , $650.00 , $600.00 ,ORD,135
USLUI,IN,EAST ENTERPRISE,,,,,,558.9,550,,,,,,,,415,,,,,,,,,,,,,,,,,,,,,,,,550, $700.00 , $650.00 , $600.00 ,ORD,135
USLUI,IN,EDINBURGH,,,,,,558.9,550,,,,,,,,415,,,,,,,,,,,,,,,,,,,,,,,,550, $700.00 , $650.00 , $600.00 ,ORD,135
USLUI,KY,EMINENCE,,,,,,372.6,350,,,,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,350, $500.00 , $450.00 , $400.00 ,ORD,135
USLUI,IN,HARRODSBURG,,,,,,558.9,550,,,,,,,,415,,,,,,,,,,,,,,,,,,,,,,,,550, $700.00 , $650.00 , $600.00 ,ORD,135
USLUI,IN,MC CORDSVILLE,,,,,,,795,,,,,,,,660,,,,,,,,,,,,,,,,,,,,,,,,795, $945.00 , $895.00 , $845.00 ,ORD,135
USLUI,IN,STOCKWELL,,,,,,917,950,,,,,,,,782,,,,,,,,,,,,,,,,,,,,,,,,917," $1,067.00 "," $1,017.00 ", $967.00 ,ORD,135
USLUI,KY,TOLLESBORO,,,,,,814,885,,,,,,,,679,,,,,,,,,,,,,,,,,,,,,,,,814, $964.00 , $914.00 , $864.00 ,ORD,135
USMES,MN,MARSHALL,,,,,,778.5,600,,,,,,,,,,,,,,,,,,735,,,,,,,,,,,,,,735, $885.00 , $835.00 , $785.00 ,ORD,135
USMES,MN,NORTH MANKATO,,,,,,603,375,,,,,,,,,,,,,,,,,,510,,,,,,,,,,,,,,510, $660.00 , $610.00 , $560.00 ,ORD,135
USMKC,IA,CEDAR FALLS,,,,,,1507,1500,,,,,,,,1365,,,,,,,,,,1551,,,,,,,,,,,,,,1500," $1,650.00 "," $1,600.00 "," $1,550.00 ",ORD,135
USMKC,NE,HASTINGS,,,,,,1417,1425,,,,,,,,1282,,,,,,,,,,1473,,,,,,,,,,,,,,1417," $1,567.00 "," $1,517.00 "," $1,467.00 ",ORD,135
USNYC,CT,DURHAM,,,,,,,865,,,,,,,,730,,,,,,,,,,895,,,,,,,,,,939,,,,865," $1,015.00 ", $990.00 , $965.00 ,EWR,135
USNYC,NH,GOFFSTOWN,,,,,,,1224,,,,,,,,1485,,,,,,,,,,1359,,,,,,,,,,1419,,,,1359," $1,509.00 "," $1,484.00 "," $1,459.00 ",EWR,135
USNYC,PA,IVYLAND,,,,,,,675,,,,,,,,540,,,,,,,,,,,,,,,,,,,,,,,,675, $825.00 , $800.00 , $775.00 ,EWR,135
USNYC,PA,KUNKLETOWN,,,,,,,705,,,,,,,,570,,,,,,,,,,,,,,,,,,,,739,,,,705, $855.00 , $830.00 , $805.00 ,EWR,135
USNYC,CT,MADISON,,,,,,,865,,,,,,,,730,,,,,,,,,,895,,,,,,,,,,929,,,,865," $1,015.00 ", $990.00 , $965.00 ,EWR,135
USNYC,PA,MILDRED,,,,,,,994,,,,,,,,1004,,,,,,,,,,,,,,,,,,,,859,,,,994," $1,144.00 "," $1,119.00 "," $1,094.00 ",EWR,135
USNYC,PA,NEW BRITAIN,,,,,,,675,,,,,,,,540,,,,,,,,,,,,,,,,,,,,,,,,675, $825.00 , $800.00 , $775.00 ,EWR,135
USNYC,CT,OAKVILLE,,,,,,,865,,,,,,,,730,,,,,,,,,,895,,,,,,,,,,959,,,,865," $1,015.00 ", $990.00 , $965.00 ,EWR,135
USNYC,NY,PLATTEKILL,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,779,,,,779, $929.00 , $904.00 , $879.00 ,EWR,135
USNYC,NH,SEABROOK,,,,,,,1202,,,,,,,,1451,,,,,,,,,,1337,,,,,,,,,,1549,,,,1337," $1,487.00 "," $1,462.00 "," $1,437.00 ",EWR,135
USNYC,MA,SOUTH HAMILTON,,,,,,,,,,,,,,,,,,,,,,,,,1334,,,,,,,,,,1469,,,,1469," $1,619.00 "," $1,594.00 "," $1,569.00 ",EWR,135
USNYC,MA,SOUTH LEE,,,,,,,1174,,,,,,,,1184,,,,,,,,,,,,,,,,,,,,1039,,,,1174," $1,324.00 "," $1,299.00 "," $1,274.00 ",EWR,135
USNYC,NH,STRATHAM,,,,,,,1250,,,,,,,,1509,,,,,,,,,,1385,,,,,,,,,,1599,,,,1385," $1,535.00 "," $1,510.00 "," $1,485.00 ",EWR,135
USNYC,PA,UNITYVILLE,,,,,,,,,,,,,,,,,,,,,,,,,824,,,,,,,,,,959,,,,959," $1,109.00 "," $1,084.00 "," $1,059.00 ",EWR,135
USNYC,CT,WARREN,,,,,,,865,,,,,,,,730,,,,,,,,,,895,,,,,,,,,,,,,,865," $1,015.00 ", $990.00 , $965.00 ,EWR,135
USNYC,NH,WEST LEBANON,,,,,,,1258,,,,,,,,1543,,,,,,,,,,1393,,,,,,,,,,1589,,,,1393," $1,543.00 "," $1,518.00 "," $1,493.00 ",EWR,135
USNYC,NY,WILLSBORO,,,,,,,1334,,,,,,,,1582,,,,,,,,,,1469,,,,,,,,,,,,,,1469," $1,619.00 "," $1,594.00 "," $1,569.00 ",EWR,135
USNYC,CT,WOLCOTT,,,,,,,865,,,,,,,,730,,,,,,,,,,895,,,,,,,,,,949,,,,865," $1,015.00 ", $990.00 , $965.00 ,EWR,135
USOAK,CA,DOS PALOS,,,,,,730,720,,,,,,,,,,,,,,,,,,795,,,720,,,570,,,705,,,,,705, $830.00 , $805.00 , $780.00 ,LAX,135
